exchange,tradingsymbol,name,instrument_token,instrument_type,segment,is_dual_listed
BSE,CHOKSILA,CHOKSI LABORATORIES,134795780,EQ,BSE,False
BSE,CHOLAFIN,CHOLAMANDALAM INVESTMENT AND F,130878212,EQ,BSE,False
BSE,CHOLAHLDNG,CHOLAMANDALAM FINANCIAL HOLDIN,129273092,EQ,BSE,False
BSE,CHORDIA,CHORDIA FOOD PRODUCTS,132985604,EQ,BSE,False
BSE,CHOTHANI,CHOTHANI FOODS,138414340,EQ,BSE,False
BSE,CHOWGULSTM,CHOWGULE STEAMSHIPS,128469252,EQ,BSE,False
BSE,CHPLIND,CHPL INDUSTRIES,138069764,EQ,BSE,False
BSE,CHROME,CHROME SILICON ,131329284,EQ,BSE,False
BSE,CHRTEDCA,CHARTERED CAPITAL & INVESTMENT,130994180,EQ,BSE,False
BSE,CHTR,CHATTERBOX TECHNOLOGIES LIMITE,139403780,EQ,BSE,False
BSE,CIANAGRO,CIAN AGRO IND & INFRA,132986116,EQ,BSE,False
BSE,CIL,CITIZEN INFOLINE,137929220,EQ,BSE,False
BSE,CILSEC,CIL SECURITIES,135892228,EQ,BSE,False
BSE,CINDHO,CINDRELLA HOTELS,134751492,EQ,BSE,False
BSE,CINDRELL,CINDRELLA FINANCIAL SERVICES L,136008452,EQ,BSE,False
BSE,CITADEL,CITADEL REALTY AND DEVELOPERS,128625924,EQ,BSE,False
BSE,CITICHEM,CITICHEM INDIA ,139346948,EQ,BSE,False
BSE,CITIPOR,CITIPORT FINANCIAL SERVICES LT,135996164,EQ,BSE,False
BSE,CITL,CONSECUTIVE INVESTMENTS & TRAD,138007300,EQ,BSE,False
BSE,CITYMAN,CITYMAN,133429764,EQ,BSE,False
BSE,CITYONLINE,CITY ONLINE SERVICES ,137900548,EQ,BSE,False
BSE,CITYSQUARE,JAY AMBE SUPERMARKETS,139395588,EQ,BSE,False
BSE,CJGEL,C.J.GELATINE PRODUCTS,129923844,EQ,BSE,False
BSE,CLARA,CLARA INDUSTRIES,139119364,EQ,BSE,False
BSE,CLASELE,CLASSIC ELECTRICALS,131126532,EQ,BSE,False
BSE,CLEAN,CLEAN SCIENCE AND TECHNOLOGY L,139089412,EQ,BSE,False
BSE,CLFL,CLASSIC LEASING & FINANCE,138363140,EQ,BSE,False
BSE,CLN,CLN ENERGY,139352836,EQ,BSE,False
BSE,CLSEL,CHAMAN LAL SETIA EXPORTS,135758596,EQ,BSE,False
BSE,CMBL,CORPORATE MERCHANT BANKERS LIM,138290948,EQ,BSE,False
BSE,CMMHOSP,CHENNAI MEENAKSHI MULTISPECIAL,134013188,EQ,BSE,False
BSE,CMXLTD,CMX HOLDINGS,136247556,EQ,BSE,False
BSE,CNCRD,CONCORD CONTROL SYSTEMS LIMITE,139166468,EQ,BSE,False
BSE,CNINFOTECH,CAPITALNUMBERS INFOTECH  LIMIT,139351812,EQ,BSE,False
BSE,COARO,COASTAL ROADWAYS,133153540,EQ,BSE,False
BSE,COCHINM,COCHIN MINERALS & RUTILE,131418372,EQ,BSE,False
BSE,COCHMAL,COCHIN MALABAR ESTATES & INDUS,130194180,EQ,BSE,False
BSE,COCKERILL,JOHN COCKERILL INDIA,128037636,EQ,BSE,False
BSE,COFFEEDAY,COFFEE DAY ENTERPRISES ,138095620,EQ,BSE,False
BSE,COLAB,COLAB PLATFORMS,138973700,EQ,BSE,False
BSE,COLINZ,COLINZ LABORATORIES,135989764,EQ,BSE,False
BSE,COLORCHIPS,COLORCHIPS NEW MEDIA,138245892,EQ,BSE,False
BSE,COLPAL,COLGATE-PALMOLIVE (INDIA),128212484,EQ,BSE,False
BSE,COMCL,COMFORT COMMOTRADE,136880900,EQ,BSE,False
BSE,COMFINCAP,COMFORT FINCAP,137028356,EQ,BSE,False
BSE,COMFINTE,COMFORT INTECH,135991300,EQ,BSE,False
BSE,COMMAND,COMMAND POLYMERS ,139223812,EQ,BSE,False
BSE,COMMOIETF,ICICI PRUDENTIAL MUTUAL FUND,139189764,EQ,BSE,False
BSE,COMPEAU,COMPETENT AUTOMOBILES CO.LTD.,135946500,EQ,BSE,False
BSE,COMPUPN,COMPUTER POINT,130005252,EQ,BSE,False
BSE,COMRADE,COMRADE APPLIANCES ,139243780,EQ,BSE,False
BSE,CONART,CONART ENGINEERS,133691140,EQ,BSE,False
BSE,CONCOR,CONTAINER CORPORATION OF INDIA,136024068,EQ,BSE,False
BSE,CONCORD,CONCORD DRUGS ,137975044,EQ,BSE,False
BSE,CONFIPET,CONFIDENCE PETROLEUM INDIA,134868228,EQ,BSE,False
BSE,CONSINAV,INAVMIRAE ASSET MUTUAL FUND,50995204,EQ,BSE,False
BSE,CONSTRONIC,CONSTRONICS INFRA,134104068,EQ,BSE,False
BSE,CONSUMER,MIRAE ASSET MUTUAL FUND,139346692,EQ,BSE,False
BSE,CONSUMIETF,ICICI PRUDENTIAL MUTUAL FUND,139106052,EQ,BSE,False
BSE,CONTAINE,CONTAINE TECHNOLOGIES,139163140,EQ,BSE,False
BSE,CONTAINER,CONTAINERWAY INTERNATIONAL LIM,138392836,EQ,BSE,False
BSE,CONTCHM,CONTINENTAL CHEMICALS,129775364,EQ,BSE,False
BSE,CONTICON,CONTINENTAL CONTROLS,136053764,EQ,BSE,False
BSE,CONTILI,CONTIL INDIA,135953156,EQ,BSE,False
BSE,CONTPTR,CONTINENTAL PETROLEUMS,133947396,EQ,BSE,False
BSE,CORAGRO,COROMANDEL AGRO PRODUCTS & OIL,129931012,EQ,BSE,False
BSE,CORALAB,CORAL LABORATORIES,134273540,EQ,BSE,False
BSE,CORALFINAC,CORAL INDIA FINANCE & HOUSING,136078340,EQ,BSE,False
BSE,CORDSCABLE,CORDS CABLE INDUSTRIES,136432900,EQ,BSE,False
BSE,CORNE,CORAL NEWSPRINTS,135873284,EQ,BSE,False
BSE,COROMANDEL,COROMANDEL INTERNATIONAL,129637124,EQ,BSE,False
BSE,COSCO,COSCO (INDIA),135819524,EQ,BSE,False
BSE,COSMICCRF,COSMIC CRF ,139245572,EQ,BSE,False
BSE,COSMOFE,COSMO FERRITES,133913604,EQ,BSE,False
BSE,COSPOWER,COSPOWER ENGINEERING ,139052036,EQ,BSE,False
BSE,COSYN,COSYN ,137964036,EQ,BSE,False
BSE,COTFAB,UNITED COTFAB ,139313924,EQ,BSE,False
BSE,COUNCODOS,COUNTRY CONDOS,136095748,EQ,BSE,False
BSE,COVANCE,COVANCE SOFTSOL,139356420,EQ,BSE,False
BSE,COVIDH,COVIDH,136939524,EQ,BSE,False
BSE,CPL,CAPTAIN POLYPLAST,137465348,EQ,BSE,False
BSE,CPML,CITY PULSE MULTIVENTURES LIMIT,138938116,EQ,BSE,False
BSE,CPSEETFINAV,INAV- CPSE ETF,50953988,EQ,BSE,False
BSE,CRANEINFRA,CRANE INFRASTRUCTURE ,137925124,EQ,BSE,False
BSE,CRANESSOFT,CRANES SOFTWARE INTERNATIONAL,131095812,EQ,BSE,False
BSE,CRANEX,CRANEX,133632260,EQ,BSE,False
BSE,CRAVATEX,CRAVATEX,130424836,EQ,BSE,False
BSE,CREATIVE,CREATIVE CASTINGS ,138118916,EQ,BSE,False
BSE,CREST,CREST,130921732,EQ,BSE,False
BSE,CRIMSON,CRIMSON METAL ENGINEERING COMP,134906116,EQ,BSE,False
BSE,CROISSANCE,CROISSANCE,136168708,EQ,BSE,False
BSE,CROMPTON,CROMPTON GREAVES CONSUMER ELEC,138208260,EQ,BSE,False
BSE,CROPSTER,CROPSTER AGRO,133914884,EQ,BSE,False
BSE,CRSL,CRESSANDA RAILWAY SOLUTIONS LI,131169028,EQ,BSE,False
BSE,CRSTCHM,CRESTCHEM,134724868,EQ,BSE,False
BSE,CRYOGENIC,CRYOGENIC OGS,139376644,EQ,BSE,False
BSE,CRYSTAL,CRYSTAL BUSINESS SYSTEM LIMITE,138450180,EQ,BSE,False
BSE,CSL,CONTINENTAL SECURITIES ,137950212,EQ,BSE,False
BSE,CSURGSU,CENTENIAL SURGICAL SUTURE,136033284,EQ,BSE,False
BSE,CTCL,CAPTAIN TECHNOCAST ,138406916,EQ,BSE,False
BSE,CTE,CAMBRIDGE TECHNOLOGY ENTERPRIS,136397060,EQ,BSE,False
BSE,CTL,CAPITAL TRADE LINKS,137849860,EQ,BSE,False
BSE,CTLLAB,CLINITECH LABORATORY ,139320324,EQ,BSE,False
BSE,CUBEXTUB,CUBEX TUBINGS,134662916,EQ,BSE,False
BSE,CUBIFIN,CUBICAL FINANCIAL SERVICES,130997764,EQ,BSE,False
BSE,CUPIDALBV,CUPID BREWERIES AND DISTILLERI,131164420,EQ,BSE,False
BSE,CWD,CWD ,139104772,EQ,BSE,False
BSE,CYBELEIND,CYBELE INDUSTRIES,136056836,EQ,BSE,False
BSE,CYBERTECH,CYBERTECH SYSTEMS AND SOFTWARE,136236292,EQ,BSE,False
BSE,DAICHI,DAI-ICHI KARKARIA,134866180,EQ,BSE,False
BSE,DAIKAFFI,DAIKAFFIL CHEMICALS INDIA,135891204,EQ,BSE,False
BSE,DAL,DYNAMIC ARCHISTRUCTURES LIMITE,138158340,EQ,BSE,False
BSE,DALMIASUG,DALMIA BHARAT SUGAR AND INDUST,128024836,EQ,BSE,False
BSE,DANLAW,DANLAW TECHNOLOGIES INDIA,136276228,EQ,BSE,False
BSE,DANUBE,DANUBE INDUSTRIES,138332420,EQ,BSE,False
BSE,DAPS,DAPS ADVERTISING,139174660,EQ,BSE,False
BSE,DARJEELING,DARJEELING ROPEWAY COMPANY LIM,138181124,EQ,BSE,False
BSE,DARSHANORNA,DARSHAN ORNA ,138210308,EQ,BSE,False
BSE,DATAMATICS,DATAMATICS GLOBAL SERVICES,136327172,EQ,BSE,False
BSE,DATIWARE,DATIWARE MARITIME INFRA LIMITE,132969732,EQ,BSE,False
BSE,DAULAT,DAULAT SECURITIES,135723780,EQ,BSE,False
BSE,DAVANGERE,DAVANGERE SUGAR COMPANY LIMITE,139076356,EQ,BSE,False
BSE,DAVIN,DAVIN SONS RETAIL ,139348740,EQ,BSE,False
BSE,DBCORP,D B CORP,136486660,EQ,BSE,False
BSE,DBEIL,DEEPAK BUILDERS AND ENGINEERS,139334660,EQ,BSE,False
BSE,DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKE,135780612,EQ,BSE,False
BSE,DCAL,DISHMAN CARBOGEN AMCIS ,138419460,EQ,BSE,False
BSE,DCI,DC INFOTECH AND COMMUNICATION,139170820,EQ,BSE,False
BSE,DCMFINSERV,DCM FINANCIAL SERVICES,130972420,EQ,BSE,False
BSE,DCMSRIND,DCM SHRIRAM INDUSTRIES,133982468,EQ,BSE,False
BSE,DDEVPLSTIK,DDEV PLASTIKS INDUSTRIES LIMIT,139148036,EQ,BSE,False
BSE,DDIL,DEEP DIAMOND INDIA ,138127108,EQ,BSE,False
BSE,DECCAN,DECCAN HEALTH CARE ,138815492,EQ,BSE,False
BSE,DECIPHER,DECIPHER LABS,134336516,EQ,BSE,False
BSE,DECNGOLD,DECCAN GOLD MINES,131089412,EQ,BSE,False
BSE,DECOMIC,DECO-MICA,135994116,EQ,BSE,False
BSE,DECPO,DECCAN POLYPACKS,136189188,EQ,BSE,False
BSE,DEEDEV,DEE DEVELOPMENT ENGINEERS LIMI,139314692,EQ,BSE,False
BSE,DEEP,DEEP POLYMERS ,138695172,EQ,BSE,False
BSE,DEEPAKCHEM,DEEPAK CHEMTEX,139273220,EQ,BSE,False
BSE,DEEPAKFERT,DEEPAK FERTILISERS & PETROCHEM,128165124,EQ,BSE,False
BSE,DEEPAKSP,DEEPAK SPINNERS,131591684,EQ,BSE,False
BSE,DEL,DHANASHREE ELECTRONICS ,138925828,EQ,BSE,False
BSE,DELTA,DELTA INDUSTRIAL RESOURCES LIM,138136580,EQ,BSE,False
BSE,DENISCHEM,DENIS CHEM LAB,137609220,EQ,BSE,False
BSE,DENTA,DENTA WATER AND INFRA SOLUTION,139352324,EQ,BSE,False
BSE,DESCO,DESCO INFRATECH ,139363076,EQ,BSE,False
BSE,DESHRAK,DESH RAKSHAK AUSHDHALAYA,136069380,EQ,BSE,False
BSE,DEVINE,DEVINE IMPEX,136085764,EQ,BSE,False
BSE,DEVIT,DEV INFORMATION TECHNOLOGY LIM,139126276,EQ,BSE,False
BSE,DEVITRD,DEVINSU TRADING,131185924,EQ,BSE,False
BSE,DEVLAB,DEV LABTECH VENTURE ,139225092,EQ,BSE,False
BSE,DFL,DECILLION FINANCE,138032644,EQ,BSE,False
BSE,DFPL,DINDIGUL FARM PRODUCT,139315460,EQ,BSE,False
BSE,DGL,DIKSHA GREENS ,138791684,EQ,BSE,False
BSE,DHABRIYA,DHABRIYA POLYWOOD ,137911044,EQ,BSE,False
BSE,DHAMPURE,DHAMPURE SPECIALITY SUGARS,136172292,EQ,BSE,False
BSE,DHANCOT,DHANLAXMI COTEX,131196164,EQ,BSE,False
BSE,DHANFAB,DHANLAXMI FABRICS,133414660,EQ,BSE,False
BSE,DHANROTO,DHANALAXMI ROTO SPINNERS,133431300,EQ,BSE,False
BSE,DHANSAFAL,DHANSAFAL FINSERVE,131084292,EQ,BSE,False
BSE,DHARFIN,DHARANI FINANCE,130931460,EQ,BSE,False
BSE,DHARNI,DHARNI CAPITAL SERVICES LIMITE,139200772,EQ,BSE,False
BSE,DHATRE,DHATRE UDYOG ,138260484,EQ,BSE,False
BSE,DHILLON,DHILLON FREIGHT CARRIER LIMITE,139406340,EQ,BSE,False
BSE,DHINDIA,D&H INDIA,132483588,EQ,BSE,False
BSE,DHOOTIN,DHOOT INDUSTRIAL FINANCE,134904580,EQ,BSE,False
BSE,DHPIND,DHP INDIA,136014340,EQ,BSE,False
BSE,DHRUV,DHRUV CONSULTANCY SERVICES LIM,138573316,EQ,BSE,False
BSE,DHRUVCA,DHRUVA CAPITAL SERVICES,135996676,EQ,BSE,False
BSE,DHYAANITR,DHYAANI TRADEVENTTURES,139140100,EQ,BSE,False
BSE,DIACABS,DIAMOND POWER INFRASTRUCTURE L,133673732,EQ,BSE,False
BSE,DIANATEA,DIANA TEA CO.LTD.,135925508,EQ,BSE,False
BSE,DIDL,DALMIA INDUSTRIAL DEVELOPMENT,138214404,EQ,BSE,False
BSE,DIGIDRIVE,DIGIDRIVE DISTRIBUTORS,139284228,EQ,BSE,False
BSE,DIGIFIBRE,DIGITAL FIBRE INFRASTRUCTURE T,139227908,EQ,BSE,False
BSE,DIGISPICE,DIGISPICE TECHNOLOGIES,132406788,EQ,BSE,False
BSE,DIKSAT,DIKSAT TRANSWORLD ,138278660,EQ,BSE,False
BSE,DILIGENT,DILIGENT INDUSTRIES,135975172,EQ,BSE,False
BSE,DISAQ,DISA INDIA,128017412,EQ,BSE,False
BSE,DITCO,DECOROUS INVESTMENT AND TRADIN,138087684,EQ,BSE,False
BSE,DIVGIITTS,DIVGI TORQTRANSFER SYSTEMS LIM,139215876,EQ,BSE,False
BSE,DIVISLAB,DIVIS LABORATORIES,136316932,EQ,BSE,False
BSE,DIVSHKT,DIVYASHAKTI,134736644,EQ,BSE,False
BSE,DIXON,DIXON TECHNOLOGIES (INDIA) LIM,138418948,EQ,BSE,False
BSE,DJML,DJ MEDIAPRINT & LOGISTICS LIMI,139057412,EQ,BSE,False
BSE,DJSSS,DJS STOCK & SHARES,130978820,EQ,BSE,False
BSE,DLCL,DR LALCHANDANI LABS,138572548,EQ,BSE,False
BSE,DLTNCBL,DELTON CABLES,129085444,EQ,BSE,False
BSE,DMCC,DMCC SPECIALITY CHEMICALS LIMI,129639684,EQ,BSE,False
BSE,DML,DIGGI MULTITRADE ,138447620,EQ,BSE,False
BSE,DMR,DMR ENGINEERING,139112964,EQ,BSE,False
BSE,DNAMEDIA,DILIGENT MEDIA CORPORATION LIM,138441988,EQ,BSE,False
BSE,DOLFIN,DOLFIN RUBBERS ,138755332,EQ,BSE,False
BSE,DOLPHIN,DOLPHIN OFFSHORE ENTERPRISES (,133698820,EQ,BSE,False
BSE,DONEAR,DONEAR INDUSTRIES,131204868,EQ,BSE,False
BSE,DPL,DIPNA PHARMACHEM,139160068,EQ,BSE,False
BSE,DPWIRES,D.P. WIRES,139254276,EQ,BSE,False
BSE,DRA,DRA CONSULTANTS,138276868,EQ,BSE,False
BSE,DRAGARWQ,DR.AGARWALS EYE HOSPITAL,134856452,EQ,BSE,False
BSE,DRL,DISHA RESOURCES,136077572,EQ,BSE,False
BSE,DRONACHRYA,DRONEACHARYA AERIAL INNOVATION,139190532,EQ,BSE,False
BSE,DRREDDY,DR.REDDYS LABORATORIES,128031748,EQ,BSE,False
BSE,DSINVEST,DALAL STREET INVESTMENTS,128293892,EQ,BSE,False
BSE,DSPBINAV,INAVDSP MUTUAL FUND,50979844,EQ,BSE,False
BSE,DSPGINAV,INAVDSP MUTUAL FUND,50982660,EQ,BSE,False
BSE,DSPIINAV,INAVDSP MUTUAL FUND,50983172,EQ,BSE,False
BSE,DSPN50INAV,INAV DSP NIFTY 50 ETF,50968324,EQ,BSE,False
BSE,DSPNEWEINAV,INAV DSP NIFTY 50 EQUAL WEI,50967044,EQ,BSE,False
BSE,DSPP01INAV,INAVDSP MUTUAL FUND01,50984452,EQ,BSE,False
BSE,DSPPINAV,INAVDSP MUTUAL FUND,50983940,EQ,BSE,False
BSE,DSPQ50EINAV,INAV DSP NIFTY MIDCAP 150 Q,50968068,EQ,BSE,False
BSE,DSPSILINAV,INAVDSPSILVERETF,50975492,EQ,BSE,False
BSE,DSPSINAV,INAVDSP MUTUAL FUND,50984196,EQ,BSE,False
BSE,DSSL,DYNACONS SYSTEMS & SOLUTIONS L,136285444,EQ,BSE,False
BSE,DTIL,DHUNSERI TEA & INDUSTRIES,137958916,EQ,BSE,False
BSE,DUCON,DUCON INFRATECHNOLOGIES,136876548,EQ,BSE,False
BSE,DUGARHOU,DUGAR HOUSING DEVELOPMENTS,130978308,EQ,BSE,False
BSE,DUKEOFS,DUKE OFFSHORE,136056580,EQ,BSE,False
BSE,DUNCANENG,DUNCAN ENGINEERING ,129256452,EQ,BSE,False
BSE,DUROPACK,DUROPACK,134746884,EQ,BSE,False
BSE,DUROPLY,DUROPLY INDUSTRIES,132096772,EQ,BSE,False
BSE,DUTRON,DUTRON POLYMERS,132463876,EQ,BSE,False
BSE,DWARKESH,DWARIKESH SUGAR INDUSTRIES,136348164,EQ,BSE,False
BSE,DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT &,135879428,EQ,BSE,False
BSE,DYNAMIND,DYNAMIC INDUSTRIES,134353412,EQ,BSE,False
BSE,DYNAVSN,DYNAVISION,132412932,EQ,BSE,False
BSE,EARKART,EARKART,139404548,EQ,BSE,False
BSE,EARTH,EARTHSTAHL & ALLOYS ,139203844,EQ,BSE,False
BSE,EASTBUILD,EAST BUILDTECH,130026756,EQ,BSE,False
BSE,EASTINDIA,EAST INDIA DRUMS AND BARRELS M,134111748,EQ,BSE,False
BSE,EASTRED,EASTERN TREADS,136024580,EQ,BSE,False
BSE,EASTWEST,EAST WEST FREIGHT CARRIERS,138241540,EQ,BSE,False
BSE,EASUN,EASUN CAPITAL MARKETS ,138983940,EQ,BSE,False
BSE,EASYFIN,EASY FINCORP,130834948,EQ,BSE,False
BSE,EBIX,ERAAYA LIFESPACES,135944964,EQ,BSE,False
BSE,ECAPINAV,INAVEDELWEISS MUTUAL FUND,50995460,EQ,BSE,False
BSE,ECAPINSURE,EDELWEISS MUTUAL FUND,139347460,EQ,BSE,False
BSE,ECOBOAR,ECOBOARD INDUSTRIES,134075396,EQ,BSE,False
BSE,ECOHOTELS,ECO HOTELS AND RESORTS,131686916,EQ,BSE,False
BSE,ECOPLAST,ECOPLAST,134835972,EQ,BSE,False
BSE,ECOPP,ECO HOTELS AND RESORTS,227897604,EQ,BSE,False
BSE,ECORECO,ECO RECYCLING,135844612,EQ,BSE,False
BSE,ECOSMOBLTY,ECOS (INDIA) MOBILITY & HOSPIT,139325188,EQ,BSE,False
BSE,ECS,ECS BIZTECH ,138256132,EQ,BSE,False
BSE,ECSTSTL,EAST COAST STEEL,133140740,EQ,BSE,False
BSE,EDELWEISS,EDELWEISS FINANCIAL SERVICES L,136428036,EQ,BSE,False
BSE,EDVENSWA,EDVENSWA ENTERPRISES ,132395524,EQ,BSE,False
BSE,EIDPARRY,E.I.D.-PARRY (INDIA),128032004,EQ,BSE,False
BSE,EIEL,ENVIRO INFRA ENGINEERS,139338244,EQ,BSE,False
BSE,EIGHTY,EIGHTY JEWELLERS ,139140612,EQ,BSE,False
BSE,EIKO,EIKO LIFESCIENCES,138292228,EQ,BSE,False
BSE,EKAMLEA,EKAM LEASING & FINANCE CO.LTD.,135828740,EQ,BSE,False
BSE,EKANSH,EKANSH CONCEPTS ,136029188,EQ,BSE,False
BSE,EKC,EVEREST KANTO CYLINDER,136367108,EQ,BSE,False
BSE,EKENNIS,EKENNIS SOFTWARE SERVICE LIMIT,139129604,EQ,BSE,False
BSE,EKI,EKI ENERGY SERVICES ,139080708,EQ,BSE,False
BSE,ELAND,E-LAND APPAREL ,136401924,EQ,BSE,False
BSE,ELANGO,ELANGO INDUSTRIES,131443716,EQ,BSE,False
BSE,ELANTAS,ELANTAS BECK INDIA,128031492,EQ,BSE,False
BSE,ELCIDIN,ELCID INVESTMENTS,128942340,EQ,BSE,False
BSE,ELDEHSG,ELDECO HOUSING & INDUSTRIES LT,133972228,EQ,BSE,False
BSE,ELECON,ELECON ENGINEERING CO.LTD.,129459204,EQ,BSE,False
BSE,ELECTHERM,ELECTROTHERM (INDIA),134811652,EQ,BSE,False
BSE,ELEFLOR,ELEGANT FLORICULTURE & AGROTEC,134777092,EQ,BSE,False
BSE,ELEMARB,ELEGANT MARBLES & GRANI INDUST,134836484,EQ,BSE,False
BSE,ELFORGE,EL FORGE,135972868,EQ,BSE,False
BSE,ELITECON,ELITECON INTERNATIONAL,138120452,EQ,BSE,False
BSE,ELIXIR,ELIXIR CAPITAL ,136007172,EQ,BSE,False
BSE,ELLEN,ELLENBARRIE INDUSTRIAL GASES L,139371780,EQ,BSE,False
BSE,ELNET,ELNET TECHNOLOGIES,132474116,EQ,BSE,False
BSE,ELPROINTL,ELPRO INTERNATIONAL,129024004,EQ,BSE,False
BSE,EMAINDIA,EMA INDIA,133638916,EQ,BSE,False
BSE,EMCURE,EMCURE PHARMACEUTICALS ,139317764,EQ,BSE,False
BSE,EMERALD,EMERALD FINANCE ,137953796,EQ,BSE,False
BSE,EMERALL,EMERALD LEISURES ,129859844,EQ,BSE,False
BSE,EMERGENT,EMERGENT INDUSTRIAL SOLUTIONS,129582084,EQ,BSE,False
BSE,EMIL,ELECTRONICS MART INDIA ,139168260,EQ,BSE,False
BSE,EMKAY,EMKAY GLOBAL FINANCIAL SERVICE,136380676,EQ,BSE,False
BSE,EMMESSA,EMMESSAR BIOTECH & NUTRITION L,134340612,EQ,BSE,False
BSE,EMMFORCE,EMMFORCE AUTOTECH,139306500,EQ,BSE,False
BSE,EMPIND,EMPIRE INDUSTRIES,130438404,EQ,BSE,False
BSE,EMPOWER,EMPOWER INDIA,129113860,EQ,BSE,False
BSE,ENBETRD,ENBEE TRADE &AMP; FINANCE,131184900,EQ,BSE,False
BSE,ENCODE,ENCODE PACKAGING INDIA,135867652,EQ,BSE,False
BSE,ENDURANCE,ENDURANCE TECHNOLOGIES ,138279172,EQ,BSE,False
BSE,ENERGYDEV,ENERGY DEVELOPMENT COMPANY,136248068,EQ,BSE,False
BSE,ENERGYINF,ENERGY INFRASTRUCTURE TRUST,138891012,EQ,BSE,False
BSE,ENIL,ENTERTAINMENT NETWORK (INDIA),136371204,EQ,BSE,False
BSE,ENKEIWHEL,ENKEI WHEELS (INDIA),136570116,EQ,BSE,False
BSE,ENTERO,ENTERO HEALTHCARE SOLUTIONS LI,139295236,EQ,BSE,False
BSE,ENTRINT,ENTERPRISE INTERNATIONAL,134802948,EQ,BSE,False
BSE,ENVAIREL,ENVAIR ELECTRODYNE,128062980,EQ,BSE,False
BSE,EPACKPEB,EPACK PREFAB TECHNOLOGIES LIMI,139402244,EQ,BSE,False
BSE,EPBIO,EP BIOCOMPOSITES,139160324,EQ,BSE,False
BSE,EPIC,EPIC ENERGY,135784196,EQ,BSE,False
BSE,EPSOMPRO,EPSOM PROPERTIES,135975684,EQ,BSE,False
BSE,EPUJA,EPUJA SPIRITECH,136215556,EQ,BSE,False
BSE,EQUA01INAV,INAVMIRAE ASSET MUTUAL FUND01,50998532,EQ,BSE,False
BSE,EQUAINAV,INAVMIRAE ASSET MUTUAL FUND,50996740,EQ,BSE,False
BSE,EQUAL200,MIRAE ASSET MUTUAL FUND,139360516,EQ,BSE,False
BSE,EQUAL50,MIRAE ASSET MUTUAL FUND,139366660,EQ,BSE,False
BSE,EQUAL50ADD,DSP MUTUAL FUND,139107332,EQ,BSE,False
BSE,EQUILATERA,EQUILATERAL ENTERPRISES LIMITE,136003076,EQ,BSE,False
BSE,EQUIPPP,EQUIPPP SOCIAL IMPACT TECHNOLO,151054596,EQ,BSE,False
BSE,EQUITASBNK,EQUITAS SMALL FINANCE BANK LIM,139070212,EQ,BSE,False
BSE,ERPSOFT,ERP SOFT SYSTEMS,135912708,EQ,BSE,False
BSE,ESAFSFB,ESAF SMALL FINANCE BANK,139269124,EQ,BSE,False
BSE,ESARIND,ESAAR (INDIA),136064516,EQ,BSE,False
BSE,ESCORP,ESCORP ASSET MANAGEMENT LIMITE,138356484,EQ,BSE,False
BSE,ESG,MIRAE ASSET MUTUAL FUND,139070980,EQ,BSE,False
BSE,ESHAMEDIA,ESHA MEDIA RESEARCH,136002308,EQ,BSE,False
BSE,ESPIRE,ESPIRE HOSPITALITY,136196100,EQ,BSE,False
BSE,ESQRMON,ESQUIRE MONEY GUARANTEES,131184388,EQ,BSE,False
BSE,ESSEX,ESSEX MARINE,139385604,EQ,BSE,False
BSE,ETIL,ECONO TRADE (INDIA) ,137909252,EQ,BSE,False
BSE,EUPHORIAIT,EUPHORIA INFOTECH (INDIA) LIMI,139288068,EQ,BSE,False
BSE,EUREKAI,EUREKA INDUSTRIES,133411076,EQ,BSE,False
BSE,EUROLED,EURO LEDER FASHION,134775812,EQ,BSE,False
BSE,EUROTEXIND,EUROTEX INDUSTRIES & EXPORTS L,133379588,EQ,BSE,False
BSE,EVANS,EVANS ELECTRIC,138923012,EQ,BSE,False
BSE,EVEREADY,EVEREADY INDUSTRIES INDIA,136066052,EQ,BSE,False
BSE,EVERESTO,EVEREST ORGANICS,134346244,EQ,BSE,False
BSE,EVERFIN,EVERLON FINANCIALS,131675652,EQ,BSE,False
BSE,EVEXIA,EVEXIA LIFECARE,134257668,EQ,BSE,False
BSE,EVIEINAV,INAVICICI PRUDENTIAL MUTUAL,50998276,EQ,BSE,False
BSE,EVIETF,ICICI PRUDENTIAL MUTUAL FUND,139364868,EQ,BSE,False
BSE,EVINDIA,MIRAE ASSET MUTUAL FUND,139318276,EQ,BSE,False
BSE,EVININAV,INAVMIRAE ASSET MUTUAL FUND,50992132,EQ,BSE,False
BSE,EVOQ,EVOQ REMEDIES ,139136004,EQ,BSE,False
BSE,EXHICON,EXHICON EVENTS MEDIA SOLUTIONS,139237124,EQ,BSE,False
BSE,EXICOM,EXICOM TELE-SYSTEMS,139298052,EQ,BSE,False
BSE,EXPLICITFIN,EXPLICIT FINANCE,135826180,EQ,BSE,False
BSE,EXPOEAPL,EXPO ENGINEERING AND PROJECTS,134813188,EQ,BSE,False
BSE,EY,EYANTRA VENTURES,131097348,EQ,BSE,False
BSE,FAALCON,FAALCON CONCEPTS ,139305988,EQ,BSE,False
BSE,FABCLEAN,FABTECH TECHNOLOGIES CLEANROOM,139348996,EQ,BSE,False
BSE,FABINO,FABINO ENTERPRISES,139121668,EQ,BSE,False
