instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
136281860,532351,AKSHOPTFBR,AKSH OPTIFIBRE,0.0,,0.0,0.01,1,EQ,BSE,BSE
136282628,532354,VIRGOGLOB,VIRGO GLOBAL ,0.0,,0.0,0.01,1,EQ,BSE,BSE
136282884,532355,PICTUREHS,PICTUREHOUSE MEDIA,0.0,,0.0,0.01,1,EQ,BSE,BSE
136283140,532356,TRIVENI,TRIVENI ENGINEERING & INDUSTRI,0.0,,0.0,0.05,1,EQ,BSE,BSE
136283396,532357,MUKTAARTS,MUKTA ARTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136283908,532359,HITKITGLO,HIT KIT GLOBAL SOLUTIONS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136284676,532362,NAGPI,NAGPUR POWER & INDUSTRIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
136285444,532365,DSSL,DYNACONS SYSTEMS & SOLUTIONS L,0.0,,0.0,0.05,1,EQ,BSE,BSE
136285700,532366,PNBGILTS,PNB GILTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136286212,532368,BCG,BRIGHTCOM GROUP,0.0,,0.0,0.01,1,EQ,BSE,BSE
136286468,532369,RAMCOIND,RAMCO INDUSTRIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
136286724,532370,RAMCOSYS,RAMCO SYSTEMS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136286980,532371,TTML,TATA TELESERVICES (MAHARASHTRA,0.0,,0.0,0.01,1,EQ,BSE,BSE
136287236,532372,VIRINCHI,VIRINCHI ,0.0,,0.0,0.01,1,EQ,BSE,BSE
136287492,532373,WEPSOLN,WEP SOLUTIONS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136287748,532374,STLTECH,STERLITE TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
136288004,532375,TIPSMUSIC,TIPS MUSIC,0.0,,0.0,0.05,1,EQ,BSE,BSE
136288260,532376,UMIYA-MRO,UMIYA BUILDCON,0.0,,0.0,0.05,1,EQ,BSE,BSE
136288772,532378,UNIVARTS,UNIVERSAL ARTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136289028,532379,FIRSTFIN,FIRST FINTEC,0.0,,0.0,0.01,1,EQ,BSE,BSE
136289284,532380,BABA,BABA ARTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136289796,532382,BALAJITELE,BALAJI TELEFILMS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136290308,532384,TYCHE,TYCHE INDUSTRIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
136290820,532386,CALSOFT,CALIFORNIA SOFTWARE CO.LTD.,0.0,,0.0,0.01,1,EQ,BSE,BSE
136291076,532387,PNC,PRITISH NANDY COMMUNICATIONS L,0.0,,0.0,0.01,1,EQ,BSE,BSE
136291332,532388,IOB,INDIAN OVERSEAS BANK,0.0,,0.0,0.01,1,EQ,BSE,BSE
136291844,532390,TAJGVK,TAJGVK HOTELS & RESORTS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136292356,532392,CREATIVEYE,CREATIVE EYE,0.0,,0.0,0.01,1,EQ,BSE,BSE
136293124,532395,AXISCADES,AXISCADES TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
136293636,532397,KONNDOR,KONNDOR INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
136293892,532398,UMESLTD,USHA MARTIN EDUCATION & SOLUTI,0.0,,0.0,0.01,1,EQ,BSE,BSE
136294404,532400,BSOFT,BIRLASOFT,0.0,,0.0,0.05,1,EQ,BSE,BSE
136294916,532402,USGTECH,USG TECH SOLUTIONS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136295428,532404,7TEC,SAVEN TECHNOLOGIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
136295940,532406,AVANTEL,AVANTEL,0.0,,0.0,0.05,1,EQ,BSE,BSE
136296196,532407,MOSCHIP,MOSCHIP TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
136296452,532408,MEGASOFT,MEGASOFT,0.0,,0.0,0.05,1,EQ,BSE,BSE
136296964,532410,TRANSCOR,TRANSCORP INTERNATIONAL,0.0,,0.0,0.01,1,EQ,BSE,BSE
136297732,532413,CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIE,0.0,,0.0,0.01,1,EQ,BSE,BSE
136298500,532416,NEXTMEDIA,NEXT MEDIAWORKS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136299268,532419,SMARTLINK,SMARTLINK HOLDINGS ,0.0,,0.0,0.05,1,EQ,BSE,BSE
136300548,532424,GODREJCP,GODREJ CONSUMER PRODUCTS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136300804,532425,GENUSPRIME,GENUS PRIME INFRA,0.0,,0.0,0.01,1,EQ,BSE,BSE
136302084,532430,BFUTILITIE,BF UTILITIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
136302596,532432,UNITDSPR,UNITED SPIRITS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136303364,532435,SANINFRA,SANMIT INFRA,0.0,,0.0,0.01,1,EQ,BSE,BSE
136304388,532439,OLECTRA,OLECTRA GREENTECH,0.0,,0.0,0.05,1,EQ,BSE,BSE
136304644,532440,MPSLTD,MPS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136305412,532443,CERA,CERA SANITARYWARE,0.0,,0.0,0.05,1,EQ,BSE,BSE
136305668,532444,TSPIRITUAL,T.SPIRITUAL WORLD,0.0,,0.0,0.01,1,EQ,BSE,BSE
136308228,532454,BHARTIARTL,BHARTI AIRTEL,0.0,,0.0,0.05,1,EQ,BSE,BSE
136308484,532455,SHALIWIR,SHALIMAR WIRES INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
136308740,532456,COMPINFO,COMPUAGE INFOCOM,0.0,,0.0,0.01,1,EQ,BSE,BSE
136308996,532457,GULPOLY,GULSHAN POLYOLS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136309764,532460,PONNIERODE,PONNI SUGARS (ERODE),0.0,,0.0,0.05,1,EQ,BSE,BSE
136310020,532461,PNB,PUNJAB NATIONAL BANK,0.0,,0.0,0.05,1,EQ,BSE,BSE
136311300,532466,OFSS,ORACLE FINANCIAL SERVICES SOFT,0.0,,0.0,0.05,1,EQ,BSE,BSE
136311556,532467,HAZOOR,HAZOOR MULTI PROJECTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136311812,532468,KAMAHOLD,KAMA HOLDINGS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136313604,532475,APTECHT,APTECH,0.0,,0.0,0.05,1,EQ,BSE,BSE
136314116,532477,UNIONBANK,UNION BANK OF INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
136314372,532478,UBL,UNITED BREWERIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
136315140,532481,NOIDATOLL,NOIDA TOLL BRIDGE COMPANY,0.0,,0.0,0.01,1,EQ,BSE,BSE
136315396,532482,GRANULES,GRANULES INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
136315652,532483,CANBK,CANARA BANK,0.0,,0.0,0.05,1,EQ,BSE,BSE
136316164,532485,BLIL,BALMER LAWRIE INVESTMENTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136316420,532486,POKARNA,POKARNA,0.0,,0.0,0.05,1,EQ,BSE,BSE
136316932,532488,DIVISLAB,DIVIS LABORATORIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
136318212,532493,ASTRAMICRO,ASTRA MICROWAVE PRODUCTS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136319236,532497,RADICO,RADICO KHAITAN,0.0,,0.0,0.05,1,EQ,BSE,BSE
136320004,532500,MARUTI,MARUTI SUZUKI INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
136320772,532503,RAJPALAYAM,RAJAPALAYAM MILLS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136321028,532504,NAVINFLUOR,NAVIN FLUORINE INTERNATIONAL L,0.0,,0.0,0.05,1,EQ,BSE,BSE
136321284,532505,UCOBANK,UCO BANK,0.0,,0.0,0.01,1,EQ,BSE,BSE
136321796,532507,BAGFILMS,B.A.G.FILMS & MEDIA,0.0,,0.0,0.01,1,EQ,BSE,BSE
136322052,532508,JSL,JINDAL STAINLESS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136322308,532509,SUPRAJIT,SUPRAJIT ENGINEERING,0.0,,0.0,0.05,1,EQ,BSE,BSE
136323332,532513,TVSELECT,TVS ELECTRONICS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136323588,532514,IGL,INDRAPRASTHA GAS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136323844,532515,TVTODAY,TV TODAY NETWORK,0.0,,0.0,0.05,1,EQ,BSE,BSE
136325380,532521,PALREDTEC,PALRED TECHNOLOGIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
136325636,532522,PETRONET,PETRONET LNG,0.0,,0.0,0.05,1,EQ,BSE,BSE
136325892,532523,BIOCON,BIOCON,0.0,,0.0,0.05,1,EQ,BSE,BSE
136326148,532524,PTC,PTC INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
136326404,532525,MAHABANK,BANK OF MAHARASHTRA,0.0,,0.0,0.01,1,EQ,BSE,BSE
136326916,532527,RKFORGE,RAMKRISHNA FORGINGS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136327172,532528,DATAMATICS,DATAMATICS GLOBAL SERVICES,0.0,,0.0,0.05,1,EQ,BSE,BSE
136327428,532529,NDTV,NEW DELHI TELEVISION,0.0,,0.0,0.05,1,EQ,BSE,BSE
136327940,532531,STAR,STRIDES PHARMA SCIENCE,0.0,,0.0,0.05,1,EQ,BSE,BSE
136328196,532532,JPASSOCIAT,JAIPRAKASH ASSOCIATES,0.0,,0.0,0.01,1,EQ,BSE,BSE
136329732,532538,ULTRACEMCO,ULTRATECH CEMENT,0.0,,0.0,0.05,1,EQ,BSE,BSE
136329988,532539,UNOMINDA,UNO MINDA ,0.0,,0.0,0.05,1,EQ,BSE,BSE
136330244,532540,TCS,TATA CONSULTANCY SERVICES,0.0,,0.0,0.05,1,EQ,BSE,BSE
136330500,532541,COFORGE,COFORGE,0.0,,0.0,0.05,1,EQ,BSE,BSE
136331012,532543,GULFPETRO,GP PETROLEUMS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136332292,532548,CENTURYPLY,CENTURY PLYBOARDS (I),0.0,,0.0,0.05,1,EQ,BSE,BSE
136333572,532553,WELENT,WELSPUN ENTERPRISES LIMTED,0.0,,0.0,0.05,1,EQ,BSE,BSE
136334084,532555,NTPC,NTPC,0.0,,0.0,0.05,1,EQ,BSE,BSE
136346628,532604,SALSTEEL,S.A.L.STEEL,0.0,,0.0,0.01,1,EQ,BSE,BSE
136346884,532605,JBMA,JBM AUTO,0.0,,0.0,0.05,1,EQ,BSE,BSE
136348164,532610,DWARKESH,DWARIKESH SUGAR INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
136348676,532612,INDOCO,INDOCO REMEDIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
136348932,532613,VIPCLOTHNG,VIP CLOTHING ,0.0,,0.0,0.01,1,EQ,BSE,BSE
136349188,532614,IMPEXFERRO,IMPEX FERRO TECH,0.0,,0.0,0.01,1,EQ,BSE,BSE
136349700,532616,XCHANGING,XCHANGING SOLUTIONS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136350980,532621,MORARJEE,MORARJEE TEXTILES,0.0,,0.0,0.01,1,EQ,BSE,BSE
136351748,532624,JINDALPHOT,JINDAL PHOTO,0.0,,0.0,0.05,1,EQ,BSE,BSE
136352260,532626,POCL,PONDY OXIDES & CHEMICALS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136352516,532627,JPPOWER,JAIPRAKASH POWER VENTURES LIMI,0.0,,0.0,0.01,1,EQ,BSE,BSE
136352772,532628,3IINFOLTD,3I INFOTECH,0.0,,0.0,0.01,1,EQ,BSE,BSE
136353284,532630,GOKEX,GOKALDAS EXPORTS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136354052,532633,ALLDIGI,ALLDIGI TECH ,0.0,,0.0,0.05,1,EQ,BSE,BSE
136354820,532636,IIFL,IIFL FINANCE,0.0,,0.0,0.05,1,EQ,BSE,BSE
136355076,532637,MANGALAM,MANGALAM DRUGS & ORGANICS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136355332,532638,SHOPERSTOP,SHOPPERS STOP,0.0,,0.0,0.05,1,EQ,BSE,BSE
136355844,532640,CYBERMEDIA,CYBER MEDIA (INDIA),0.0,,0.0,0.01,1,EQ,BSE,BSE
136356100,532641,NDL,NANDAN DENIM,0.0,,0.0,0.01,1,EQ,BSE,BSE
136356356,532642,JSWHL,JSW HOLDINGS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136356868,532644,JKCEMENT,J.K.CEMENT,0.0,,0.0,0.05,1,EQ,BSE,BSE
136357124,532645,BEEYU,BEEYU OVERSEAS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136357892,532648,YESBANK,YES BANK,0.0,,0.0,0.01,1,EQ,BSE,BSE
136358148,532649,NECLIFE,NECTAR LIFESCIENCES,0.0,,0.0,0.01,1,EQ,BSE,BSE
136358404,532650,MSPL,MSP STEEL & POWER,0.0,,0.0,0.01,1,EQ,BSE,BSE
136358660,532651,SPLIL,SPL INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
136358916,532652,KTKBANK,KARNATAKA BANK,0.0,,0.0,0.05,1,EQ,BSE,BSE
136359428,532654,MCLEODRUSS,MCLEOD RUSSEL INDIA,0.0,,0.0,0.01,1,EQ,BSE,BSE
136359940,532656,FACORALL,FACOR ALLOYS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136361220,532661,RML,RANE (MADRAS),0.0,,0.0,0.05,1,EQ,BSE,BSE
136361476,532662,HTMEDIA,HT MEDIA,0.0,,0.0,0.01,1,EQ,BSE,BSE
136361732,532663,SASKEN,SASKEN TECHNOLOGIES ,0.0,,0.0,0.05,1,EQ,BSE,BSE
136362500,532666,FCSSOFT,FCS SOFTWARE SOLUTIONS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136362756,532667,SUZLON,SUZLON ENERGY,0.0,,0.0,0.01,1,EQ,BSE,BSE
136363012,532668,AURIONPRO,AURIONPRO SOLUTIONS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136363524,532670,RENUKA,SHREE RENUKA SUGARS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136364292,532673,KMSUGAR,K.M.SUGAR MILLS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136364548,532674,BASML,BANNARI AMMAN SPINNING MILLS L,0.0,,0.0,0.01,1,EQ,BSE,BSE
136365060,532676,PBAINFRA,PBA INFRASTRUCTURE,0.0,,0.0,0.01,1,EQ,BSE,BSE
136366852,532683,AIAENG,AIA ENGINEERING,0.0,,0.0,0.05,1,EQ,BSE,BSE
136367108,532684,EKC,EVEREST KANTO CYLINDER,0.0,,0.0,0.05,1,EQ,BSE,BSE
136367620,532686,KERNEX,KERNEX MICROSYSTEMS (INDIA) LT,0.0,,0.0,0.05,1,EQ,BSE,BSE
136367876,532687,REPRO,REPRO INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
136368388,532689,PVRINOX,PVR INOX,0.0,,0.0,0.05,1,EQ,BSE,BSE
136369668,532694,ASMS,BARTRONICS INDIA,0.0,,0.0,0.01,1,EQ,BSE,BSE
136369924,532695,CELEBRITY,CELEBRITY FASHIONS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136370692,532698,NITINSPIN,NITIN SPINNERS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136370948,532699,ROHLTD,ROYAL ORCHID HOTELS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136371204,532700,ENIL,ENTERTAINMENT NETWORK (INDIA),0.0,,0.0,0.05,1,EQ,BSE,BSE
136371460,532701,CELLA,CELLA SPACE,0.0,,0.0,0.01,1,EQ,BSE,BSE
136371716,532702,GSPL,GUJARAT STATE PETRONET,0.0,,0.0,0.05,1,EQ,BSE,BSE
136372484,532705,JAGRAN,JAGRAN PRAKASHAN,0.0,,0.0,0.01,1,EQ,BSE,BSE
136372996,532707,DYNPRO,DYNEMIC PRODUCTS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136373252,532708,GVKPIL,GVK POWER & INFRASTRUCTURE,0.0,,0.0,0.01,1,EQ,BSE,BSE
136373764,532710,SADBHAV,SADBHAV ENGINEERING,0.0,,0.0,0.01,1,EQ,BSE,BSE
136374276,532712,RCOM,RELIANCE COMMUNICATIONS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136374532,532713,SAKUMA,SAKUMA EXPORTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136374788,532714,KEC,KEC INTERNATIONAL,0.0,,0.0,0.05,1,EQ,BSE,BSE
136375300,532716,GILLANDERS,GILLANDERS ARBUTHNOT & CO.LTD.,0.0,,0.0,0.05,1,EQ,BSE,BSE
136375556,532717,INDOTECH,INDO TECH TRANSFORMERS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136376068,532719,BLKASHYAP,B.L.KASHYAP AND SONS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136376324,532720,M&MFIN,MAHINDRA & MAHINDRA FINANCIAL,0.0,,0.0,0.05,1,EQ,BSE,BSE
136376580,532721,VISASTEEL,VISA STEEL,0.0,,0.0,0.01,1,EQ,BSE,BSE
136376836,532722,NITCO,NITCO,0.0,,0.0,0.05,1,EQ,BSE,BSE
136377092,532723,MPDL,MPDL,0.0,,0.0,0.01,1,EQ,BSE,BSE
136377604,532725,SOLARINDS,SOLAR INDUSTRIES INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
136377860,532726,GALLANTT,GALLANTT ISPAT,0.0,,0.0,0.05,1,EQ,BSE,BSE
136378372,532728,MALUPAPER,MALU PAPER MILLS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136378628,532729,UTTAMSUGAR,UTTAM SUGAR MILLS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136378884,532730,SGL,STL GLOBAL,0.0,,0.0,0.01,1,EQ,BSE,BSE
136379396,532732,KKCL,KEWAL KIRAN CLOTHING,0.0,,0.0,0.05,1,EQ,BSE,BSE
136379652,532733,SUNTV,SUN TV NETWORK,0.0,,0.0,0.05,1,EQ,BSE,BSE
136379908,532734,GPIL,GODAWARI POWER & ISPAT,0.0,,0.0,0.05,1,EQ,BSE,BSE
136380164,532735,RSYSTEMS,R SYSTEMS INTERNATIONAL,0.0,,0.0,0.05,1,EQ,BSE,BSE
136380676,532737,EMKAY,EMKAY GLOBAL FINANCIAL SERVICE,0.0,,0.0,0.05,1,EQ,BSE,BSE
136380932,532738,TICL,TWAMEVCONSTRUCTION AND INFRAST,0.0,,0.0,0.01,1,EQ,BSE,BSE
136381444,532740,LOKESHMACH,LOKESH MACHINES,0.0,,0.0,0.05,1,EQ,BSE,BSE
136381700,532741,KAMDHENU,KAMDHENU ,0.0,,0.0,0.01,1,EQ,BSE,BSE
136381956,532742,PAUSHAKLTD,PAUSHAK,0.0,,0.0,0.05,1,EQ,BSE,BSE
136382468,532744,GTNTEX,GTN TEXTILES,0.0,,0.0,0.01,1,EQ,BSE,BSE
136382724,532745,INDICAP,INDITRADE CAPITAL,0.0,,0.0,0.01,1,EQ,BSE,BSE
136383492,532748,PFOCUS,PRIME FOCUS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136383748,532749,ALLCARGO,ALLCARGO LOGISTICS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136385028,532754,GMRAIRPORT,GMR AIRPORTS ,0.0,,0.0,0.01,1,EQ,BSE,BSE
136385284,532755,TECHM,TECH MAHINDRA,0.0,,0.0,0.05,1,EQ,BSE,BSE
136385540,532756,CIEINDIA,CIE AUTOMOTIVE INDIA ,0.0,,0.0,0.05,1,EQ,BSE,BSE
136385796,532757,VOLTAMP,VOLTAMP TRANSFORMERS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136386308,532759,ATLANTAA,ATLANTAA,0.0,,0.0,0.01,1,EQ,BSE,BSE
136386820,532761,HGM,HANDSON GLOBAL MANAGEMENT (HGM,0.0,,0.0,0.01,1,EQ,BSE,BSE
136387076,532762,ACE,ACTION CONSTRUCTION EQUIPMENT,0.0,,0.0,0.05,1,EQ,BSE,BSE
136387588,532764,GEECEE,GEECEE VENTURES,0.0,,0.0,0.05,1,EQ,BSE,BSE
136388100,532766,RICHAIND,RICHA INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
136388612,532768,FIEMIND,FIEM INDUSTRIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
136389380,532771,JHS,JHS SVENDGAARD LABORATORIES LT,0.0,,0.0,0.01,1,EQ,BSE,BSE
136389636,532772,DCBBANK,DCB BANK,0.0,,0.0,0.05,1,EQ,BSE,BSE
136389892,532773,GLOBALVECT,GLOBAL VECTRA HELICORP,0.0,,0.0,0.05,1,EQ,BSE,BSE
136390148,532774,INSPIRISYS,INSPIRISYS SOLUTIONS ,0.0,,0.0,0.01,1,EQ,BSE,BSE
136390404,532775,GTLINFRA,GTL INFRASTRUCTURE,0.0,,0.0,0.01,1,EQ,BSE,BSE
136390660,532776,SHIVAMAUTO,SHIVAM AUTOTECH,0.0,,0.0,0.01,1,EQ,BSE,BSE
136390916,532777,NAUKRI,INFO EDGE (INDIA),0.0,,0.0,0.05,1,EQ,BSE,BSE
136391428,532779,TORNTPOWER,TORRENT POWER,0.0,,0.0,0.05,1,EQ,BSE,BSE
136391684,532780,PARSVNATH,PARSVNATH DEVELOPERS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136392196,532782,SUTLEJTEX,SUTLEJ TEXTILES & INDUSTRIES L,0.0,,0.0,0.01,1,EQ,BSE,BSE
136392452,532783,LTFOODS,LT FOODS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136392708,532784,SOBHA,SOBHA,0.0,,0.0,0.05,1,EQ,BSE,BSE
136392964,532785,RUCHIRA,RUCHIRA PAPERS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136394244,532790,TANLA,TANLA PLATFORMS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136395268,532794,ZEEMEDIA,ZEE MEDIA CORPORATION,0.0,,0.0,0.01,1,EQ,BSE,BSE
136395524,532795,SITINET,SITI NETWORKS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136395780,532796,LUMAXTECH,LUMAX AUTO TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
136396036,532797,AUTOIND,AUTOLINE INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
136396292,532798,NETWORK18,NETWORK18 MEDIA & INVESTMENTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136396548,532799,HUBTOWN,HUBTOWN,0.0,,0.0,0.05,1,EQ,BSE,BSE
136397060,532801,CTE,CAMBRIDGE TECHNOLOGY ENTERPRIS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136397828,532804,TIIL,TECHNOCRAFT INDUSTRIES (INDIA),0.0,,0.0,0.05,1,EQ,BSE,BSE
136398084,532805,REDINGTON,REDINGTON ,0.0,,0.0,0.05,1,EQ,BSE,BSE
136398340,532806,AICHAMP,AI CHAMPDANY INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
136398596,532807,CINELINE,CINELINE INDIA,0.0,,0.0,0.01,1,EQ,BSE,BSE
136398852,532808,PGIL,PEARL GLOBAL INDUSTRIES LIMITE,0.0,,0.0,0.05,1,EQ,BSE,BSE
136399108,532809,FSL,FIRSTSOURCE SOLUTIONS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136399364,532810,PFC,POWER FINANCE CORPORATION,0.0,,0.0,0.05,1,EQ,BSE,BSE
136399620,532811,AHLUCONT,AHLUWALIA CONTRACTS (INDIA) LT,0.0,,0.0,0.05,1,EQ,BSE,BSE
136399876,532812,TFL,TRANSWARRANTY FINANCE,0.0,,0.0,0.01,1,EQ,BSE,BSE
136400388,532814,INDIANB,INDIAN BANK,0.0,,0.0,0.05,1,EQ,BSE,BSE
136400644,532815,SMSPHARMA,SMS PHARMACEUTICALS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136401156,532817,ORIENTALTL,ORIENTAL TRIMEX,0.0,,0.0,0.01,1,EQ,BSE,BSE
136401924,532820,ELAND,E-LAND APPAREL ,0.0,,0.0,0.01,1,EQ,BSE,BSE
136402436,532822,IDEA,VODAFONE IDEA ,0.0,,0.0,0.01,1,EQ,BSE,BSE
136403204,532825,JAGJANANI,JAGJANANI TEXTILES,0.0,,0.0,0.01,1,EQ,BSE,BSE
136403460,532826,RAJTV,RAJ TELEVISION NETWORK,0.0,,0.0,0.01,1,EQ,BSE,BSE
136403716,532827,PAGEIND,PAGE INDUSTRIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
136403972,532828,AMDIND,AMD INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
136404228,532829,LEHAR,LEHAR FOOTWEARS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136404484,532830,ASTRAL,ASTRAL,0.0,,0.0,0.05,1,EQ,BSE,BSE
136404996,532832,EMBDL,EMBASSY DEVELOPMENTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136405508,532834,CAMLINFINE,CAMLIN FINE SCIENCES,0.0,,0.0,0.05,1,EQ,BSE,BSE
136405764,532835,ICRA,ICRA,0.0,,0.0,0.05,1,EQ,BSE,BSE
136406788,532839,DISHTV,DISH TV INDIA,0.0,,0.0,0.01,1,EQ,BSE,BSE
136407300,532841,SAHYADRI,SAHYADRI INDUSTRIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
136407556,532842,SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH H,0.0,,0.0,0.05,1,EQ,BSE,BSE
136407812,532843,FORTIS,FORTIS HEALTHCARE,0.0,,0.0,0.05,1,EQ,BSE,BSE
136408324,532845,TGBHOTELS,TGB BANQUETS AND HOTELS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136408836,532847,HILTON,HILTON METAL FORGING,0.0,,0.0,0.01,1,EQ,BSE,BSE
136409092,532848,DELTACORP,DELTA CORP,0.0,,0.0,0.01,1,EQ,BSE,BSE
136409604,532850,MICEL,MIC ELECTRONICS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136409860,532851,INSECTICID,INSECTICIDES (INDIA),0.0,,0.0,0.05,1,EQ,BSE,BSE
136410372,532853,ASAHISONG,ASAHI SONGWON COLORS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136410884,532855,HARYNACAP,HARYANA CAPFIN,0.0,,0.0,0.05,1,EQ,BSE,BSE
136411140,532856,TIMETECHNO,TIME TECHNOPLAST,0.0,,0.0,0.05,1,EQ,BSE,BSE
136411908,532859,HGS,HINDUJA GLOBAL SOLUTIONS,0.0,,0.0,0.05,1,EQ,BSE,BSE
136413188,532864,NELCAST,NELCAST,0.0,,0.0,0.05,1,EQ,BSE,BSE
136413956,532867,V2RETAIL,V2 RETAIL,0.0,,0.0,0.05,1,EQ,BSE,BSE
136414212,532868,DLF,DLF,0.0,,0.0,0.05,1,EQ,BSE,BSE
136414468,532869,TARMAT,TARMAT,0.0,,0.0,0.01,1,EQ,BSE,BSE
136414724,532870,ANKITMETAL,ANKIT METAL & POWER,0.0,,0.0,0.01,1,EQ,BSE,BSE
